LINHA,QR / EMV,PAGANTE,VT,ESCOLAR,GRATUIDADE,PASSE LIVRE,DL+INT.VT,INT.ESC,TOTAL,EQUIVALENTE,DATA,EMPRESA,TARIFA,RECEITA
0022,0,18777,18137,4481,5213,15,184,58,46865,39154.5,2018-03-01,REAL,3.65,142913.925
0024,0,17618,20790,6501,3879,25,296,67,49176,41658.5,2018-03-01,REAL,3.65,152053.525
0027,0,11324,11258,4245,4680,20,122,34,31683,24704.5,2018-03-01,REAL,3.65,90171.425
0030,0,15008,11703,3982,3826,12,241,157,34929,28702,2018-03-01,CIMA,3.65,104762.3
0032,0,10021,9883,2091,3523,6,27,7,25558,20949.5,2018-03-01,CIMA,3.65,76465.675
0033,0,36176,32022,13796,7620,33,1,1,89649,75096,2018-03-01,REAL,3.65,274100.39999999997
0035,0,7437,6242,2241,2608,10,59,5,18602,14799.5,2018-03-01,CIMA,3.65,54018.174999999996
0036,0,34786,37587,9924,7987,51,350,62,90747,77335,2018-03-01,REAL,3.65,282272.75
0041,0,20835,22239,7875,5664,21,624,87,57347,47011.5,2018-03-01,CIMA,3.65,171591.975
0103,0,40184,36862,11490,8452,128,2585,599,100309,82791,2018-03-01,CIMA,3.65,302187.14999999997
0197,0,556,836,27,50,0,93,0,1562,1405.5,2018-03-01,REAL,3.65,5130.075
0208,0,15062,16292,2831,3757,16,519,95,38572,32769.5,2018-03-01,REAL,3.65,119608.675
0221,0,5016,10020,1387,1367,67,3456,408,21735,15729.5,2018-03-01,REAL,3.65,57412.674999999996
0223,0,91545,85232,17086,17529,175,7009,1433,220033,185320,2018-03-01,REAL,3.65,676418.0
0599,0,225,624,10,27,0,0,0,886,854,2018-03-01,CIMA,3.65,3117.1
0603,0,36443,38082,8878,8153,126,1698,362,93746,78964,2018-03-01,CIMA,3.65,288218.6
4006,0,23815,32937,6906,10687,64,749,130,75295,60205,2018-03-01,REAL,3.65,219748.25
4005,0,16760,18263,2271,6058,44,302,44,43746,36158.5,2018-03-01,REAL,3.65,131978.525
4003,0,1047,3970,477,1986,24,1403,227,9135,5255.5,2018-03-01,REAL,3.65,19182.575
4002,0,881,1115,208,339,1,23,3,2570,2100,2018-03-01,REAL,3.65,7665.0
0110,0,36639,36486,10415,9383,78,142,21,93164,78332.5,2018-03-01,REAL,3.65,285913.625
0214,0,31922,36008,8176,9416,41,1023,191,86777,72018,2018-03-01,REAL,3.65,262865.7
0217,0,23431,28317,5184,8021,39,298,47,65337,54340,2018-03-01,REAL,3.65,198341.0
0230,0,46603,46184,19073,13292,50,1019,187,126413,102323.5,2018-03-01,REAL,3.65,373480.77499999997
0602,0,72924,91535,23861,19272,96,2276,417,210381,176389.5,2018-03-01,REAL,3.65,643821.6749999999
0607,0,47153,49319,23278,9307,65,831,85,130042,108111,2018-03-01,REAL,3.65,394605.14999999997
0703,0,73657,96415,21673,14536,133,1020,211,207646,180908.5,2018-03-01,REAL,3.65,660316.025
0704,0,91317,123336,23874,20832,187,1962,346,261858,226590,2018-03-01,REAL,3.65,827053.5
0705,0,11426,14995,3955,2437,5,0,0,32818,28398.5,2018-03-01,SFRAN,3.65,103654.525
0706,0,57167,71291,26869,9421,81,947,106,165883,141892.5,2018-03-01,REAL,3.65,517907.625
0606,0,42580,41051,21065,7322,62,774,360,113214,94163.5,2018-03-01,REAL,3.65,343696.77499999997
0707,0,79275,88651,17120,12868,126,463,80,198583,176486,2018-03-01,REAL,3.65,644173.9
0800,0,41291,39751,9654,14533,124,0,0,105353,85869,2018-03-01,REAL,3.65,313421.85
0803,0,1463,3010,411,564,4,42,8,5502,4678.5,2018-03-01,REAL,3.65,17076.524999999998
0804,0,3232,3366,371,1081,8,30,4,8092,6783.5,2018-03-01,REAL,3.65,24759.774999999998
0805,0,5329,7022,1505,2429,43,121,24,16473,13103.5,2018-03-01,REAL,3.65,47827.775
0806,0,10521,9609,1298,4012,233,0,0,25673,20779,2018-03-01,SFRAN,3.65,75843.34999999999
0807,0,10876,10781,1316,5631,144,97,10,28857,22315,2018-03-01,REAL,3.65,81449.75
0808,0,380,62,50,120,0,0,0,612,467,2018-03-01,REAL,3.65,1704.55
0809,0,17459,18489,3068,8060,41,226,35,47378,37482,2018-03-01,REAL,3.65,136809.3
0812,0,4654,5415,641,2148,21,71,11,12962,10389.5,2018-03-01,REAL,3.65,37921.674999999996
0903,0,20305,31001,11276,6574,76,652,150,70042,56944,2018-03-01,REAL,3.65,207845.6
0796,0,719,960,50,104,0,0,0,1833,1704,2018-03-01,REAL,3.65,6219.599999999999
1019,0,15,993,48,550,1,1947,190,3745,1032,2018-03-01,CIMA,3.65,3766.7999999999997
0503,0,7844,9895,1611,4013,12,43,4,23422,18544.5,2018-03-01,VELEIRO,3.65,67687.425
0500,0,6652,9302,1608,2269,1,161,30,20023,16758,2018-03-01,VELEIRO,3.65,61166.7
0097,0,204,193,11,86,0,0,0,494,402.5,2018-04-01,REAL,3.65,1469.125
4002,0,816,1090,157,262,0,18,6,2349,1984.5,2018-04-01,REAL,3.65,7243.425
0903,0,18991,30668,11244,5409,29,312,87,66740,55281,2018-04-01,REAL,3.65,201775.65
0812,0,5233,5144,610,2003,16,80,6,13093,10682,2018-04-01,REAL,3.65,38989.299999999996
0809,0,16847,17730,2599,6470,65,191,24,43926,35876.5,2018-04-01,REAL,3.65,130949.22499999999
0808,0,343,69,47,111,0,0,0,570,435.5,2018-04-01,REAL,3.65,1589.575
0807,0,10489,10759,1092,4328,169,91,8,26936,21794,2018-04-01,REAL,3.65,79548.09999999999
0806,0,11168,9953,1259,3300,78,0,0,25758,21750.5,2018-04-01,SFRAN,3.65,79389.325
0805,0,5149,7060,1360,2194,32,124,19,15938,12889,2018-04-01,REAL,3.65,47044.85
0804,0,3710,3713,411,1089,4,40,9,8976,7628.5,2018-04-01,REAL,3.65,27844.024999999998
0803,0,1522,2850,430,452,1,40,14,5309,4587,2018-04-01,REAL,3.65,16742.55
0800,0,36508,38268,9071,11524,73,0,0,95444,79311.5,2018-04-01,REAL,3.65,289486.975
0796,0,684,882,47,80,0,1,0,1694,1589.5,2018-04-01,REAL,3.65,5801.675
0707,0,77833,83019,15742,10406,28,446,55,187529,168723,2018-04-01,REAL,3.65,615838.95
0706,0,53668,68587,25988,7967,31,24,3,156268,135249,2018-04-01,REAL,3.65,493658.85
0705,0,7845,10612,2882,1560,7,0,0,22906,19898,2018-04-01,SFRAN,3.65,72627.7
0704,0,87641,118783,22671,17261,60,1747,314,248477,217759.5,2018-04-01,REAL,3.65,794822.1749999999
0703,0,71199,92632,21541,12023,80,904,214,198593,174601.5,2018-04-01,REAL,3.65,637295.475
0607,0,44136,48075,22912,8047,28,29,3,123230,103667,2018-04-01,REAL,3.65,378384.55
0602,0,72614,88414,23057,14985,15,2321,378,201784,172556.5,2018-04-01,REAL,3.65,629831.225
0217,0,22918,27469,5110,6817,29,295,57,62695,52942,2018-04-01,REAL,3.65,193238.3
0214,0,31129,34344,7979,8138,25,1004,204,82824,69462.5,2018-04-01,REAL,3.65,253538.125
4005,0,15696,17276,1997,5280,35,238,23,40548,33970.5,2018-04-01,REAL,3.65,123992.325
4006,0,22268,32049,6434,8830,34,715,115,70446,57534,2018-04-01,REAL,3.65,209999.1
4007,0,7470,8067,888,2491,29,122,16,19083,15981,2018-04-01,REAL,3.65,58330.65
4011,0,6868,20224,4101,2176,10,5318,999,39696,29142.5,2018-04-01,REAL,3.65,106370.125
0608,0,11351,13999,4859,2477,2,219,95,33002,27779.5,2018-04-01,CIMA,3.65,101395.175
0606,0,42942,42152,21542,7512,8,809,296,115261,95865,2018-04-01,REAL,3.65,349907.25
0604,0,55463,73006,31165,11464,38,5934,1265,178344,144051.5,2018-04-01,CIMA,3.65,525787.975
0603,0,33880,37045,8912,7754,103,1839,467,90002,75381,2018-04-01,CIMA,3.65,275140.64999999997
0599,0,184,620,6,42,0,0,0,852,807,2018-04-01,CIMA,3.65,2945.5499999999997
0223,0,82372,80819,16578,16188,143,7045,1312,204459,171480,2018-04-01,REAL,3.65,625902.0
0221,0,4239,10015,1156,1175,38,3072,396,20095,14832,2018-04-01,REAL,3.65,54136.799999999996
0208,0,15723,17471,3234,3984,15,521,102,41052,34811,2018-04-01,REAL,3.65,127060.15
0197,0,482,731,16,53,0,80,0,1362,1221,2018-04-01,REAL,3.65,4456.65
0103,0,37817,35241,11920,7967,84,2549,595,96179,79018,2018-04-01,CIMA,3.65,288415.7
0110,0,36298,35525,10592,8519,21,147,24,91126,77119,2018-04-01,REAL,3.65,281484.35
0041,0,19885,21112,7831,5366,1,712,127,55034,44912.5,2018-04-01,CIMA,3.65,163930.625
0035,0,6901,6204,2266,2219,1,62,0,17653,14238,2018-04-01,CIMA,3.65,51968.7
0033,0,34439,30184,13496,6988,5,4,0,85116,71371,2018-04-01,REAL,3.65,260504.15
0032,0,10002,10216,2453,3668,2,27,3,26371,21444.5,2018-04-01,CIMA,3.65,78272.425
0030,0,13914,11477,3850,3702,2,205,168,33318,27316,2018-04-01,CIMA,3.65,99703.4
0027,0,10653,11015,4221,4441,6,105,36,30477,23778.5,2018-04-01,REAL,3.65,86791.525
0024,0,17351,20751,6958,3667,4,308,66,49105,41581,2018-04-01,REAL,3.65,151770.65
0022,0,18616,18163,4558,4820,2,170,59,46388,39058,2018-04-01,REAL,3.65,142561.69999999998
0017,0,20188,24149,3529,3300,29,1057,220,52472,46101.5,2018-04-01,REAL,3.65,168270.475
0013,0,10587,11857,4980,2117,1,800,154,30497,24934,2018-04-01,SFRAN,3.65,91009.09999999999
0012,0,6998,8667,2435,3359,6,44,8,21517,16882.5,2018-04-01,REAL,3.65,61621.125
0036,0,35463,39034,10090,7462,61,282,48,92440,79542,2018-04-01,REAL,3.65,290328.3
0105,0,7471,8262,3128,2124,3,164,54,21206,17297,2018-04-01,REAL,3.65,63134.049999999996
0104,0,28456,31968,5711,6710,38,228,33,73144,63279.5,2018-04-01,REAL,3.65,230970.175
0072,0,27244,26877,7137,7058,7,327,35,68685,57689.5,2018-04-01,REAL,3.65,210566.675
0060,0,5560,10536,2030,7638,8,48,38,25858,17111,2018-04-01,SFRAN,3.65,62455.15
0059,0,8009,9029,1672,5583,8,13,1,24315,17874,2018-04-01,SFRAN,3.65,65240.1
0058,0,13588,16950,4639,5252,12,111,18,40570,32857.5,2018-04-01,SFRAN,3.65,119929.875
0057,0,29823,32540,7705,9210,24,229,48,79579,66215.5,2018-04-01,SFRAN,3.65,241686.57499999998
0056,0,23173,31613,10231,7086,54,351,74,72583,59901.5,2018-04-01,SFRAN,3.65,218640.475
0055,0,2660,6051,1594,3630,18,255,61,14269,9508,2018-04-01,SFRAN,3.65,34704.2
0051,0,24922,26890,8226,8226,21,423,84,68792,55925,2018-04-01,SFRAN,3.65,204126.25
0906,0,49585,56977,33916,15005,8,369,318,156178,123520,2018-04-01,VELEIRO,3.65,450848.0
0797,0,193,497,4,5,0,0,0,699,692,2018-04-01,VELEIRO,3.65,2525.7999999999997
0713,0,10062,15761,2286,3942,9,44,7,32111,26966,2018-04-01,VELEIRO,3.65,98425.9
0611,0,8952,13112,3390,3516,0,50,4,29024,23759,2018-04-01,VELEIRO,3.65,86720.34999999999
0605,0,23543,26594,6035,5976,37,389,93,62667,53154.5,2018-04-01,VELEIRO,3.65,194013.925
0503,0,7633,9827,1757,3613,1,46,7,22884,18338.5,2018-04-01,VELEIRO,3.65,66935.525
0500,0,5818,8566,1550,2199,0,147,35,18315,15159,2018-04-01,VELEIRO,3.65,55330.35
0407,0,27956,33682,7265,9006,29,62,2,78002,65270.5,2018-04-01,VELEIRO,3.65,238237.32499999998
0213,0,12234,19725,3066,5291,35,0,0,40351,33492,2018-04-01,REAL,3.65,122245.8
0210,0,10790,17598,2219,5429,7,0,0,36043,29497.5,2018-04-01,REAL,3.65,107665.875
0204,0,3825,6304,843,2443,19,28,5,13467,10550.5,2018-04-01,CIMA,3.65,38509.325
0202,0,31972,39707,8794,9261,26,156,32,89948,76076,2018-04-01,VELEIRO,3.65,277677.39999999997
0201,0,35152,47928,11042,11187,13,268,90,105680,88601,2018-04-01,SFRAN,3.65,323393.64999999997
0107,0,28374,34938,6794,10842,3,68,7,81026,66709,2018-04-01,VELEIRO,3.65,243487.85
0064,0,9387,9304,1261,5305,17,131,24,25429,19321.5,2018-04-01,SFRAN,3.65,70523.47499999999
0065,0,35059,37425,7819,10684,34,39,10,91071,76393.5,2018-04-01,SFRAN,3.65,278836.27499999997
0068,0,10193,15801,4116,3887,8,270,39,34314,28052,2018-04-01,SFRAN,3.65,102389.8
0069,0,37215,37705,8628,9645,13,133,29,93368,79234,2018-04-01,SFRAN,3.65,289204.1
0053,0,49004,48611,15190,10741,14,32,3,123595,105210,2018-04-01,REAL,3.65,384016.5
0052,0,17610,18208,10133,4612,9,76,11,50659,40884.5,2018-04-01,REAL,3.65,149228.425
0049,0,19877,18688,7621,4523,25,0,0,50734,42375.5,2018-04-01,REAL,3.65,154670.57499999998
0048,0,80850,105054,22908,17541,87,1115,193,227748,197358,2018-04-01,REAL,3.65,720356.7
0046,0,48255,40234,9576,11899,38,278,40,110322,93277,2018-04-01,REAL,3.65,340461.05
0042,0,60095,86261,15790,13352,51,1681,287,177517,154251,2018-04-01,REAL,3.65,563016.15
0039,0,29641,26855,7116,7454,8,0,0,71074,60054,2018-04-01,REAL,3.65,219197.1
0037,0,30652,40816,9175,8158,23,1807,328,90959,76055.5,2018-04-01,SFRAN,3.65,277602.575
0811,0,5267,4380,1398,1269,13,0,0,12327,10346,2018-04-01,SFRAN,3.65,37762.9
0802,0,19531,40248,5920,4736,11,1,1,70448,62739,2018-04-01,SFRAN,3.65,228997.35
0609,0,10681,12983,4703,1532,3,389,91,30382,26015.5,2018-04-01,SFRAN,3.65,94956.575
0798,0,864,843,34,69,0,0,0,1810,1724,2018-04-01,SFRAN,3.65,6292.599999999999
0715,0,28754,35483,4523,7425,20,261,30,76496,66498.5,2018-04-01,SFRAN,3.65,242719.525
0712,0,28874,37908,8286,6084,11,0,0,81163,70925,2018-04-01,SFRAN,3.65,258876.25
0711,0,48293,51224,17049,12610,25,302,59,129562,108041.5,2018-04-01,SFRAN,3.65,394351.475
0710,0,48915,65288,17380,11850,133,467,126,144159,122893,2018-04-01,SFRAN,3.65,448559.45
0709,0,24945,32289,8505,6015,60,382,108,72305,61486.5,2018-04-01,SFRAN,3.65,224425.725
0705,0,4851,6757,1468,931,7,0,0,14014,12342,2018-04-01,SFRAN,3.65,45048.299999999996
0108,0,27224,23555,5104,11290,19,507,77,67776,53331,2018-04-01,SFRAN,3.65,194658.15
0102,0,6970,8738,2086,4951,25,47,7,22824,16751,2018-04-01,SFRAN,3.65,61141.15
0071,0,1335,2060,350,986,2,22,7,4762,3570,2018-04-01,SFRAN,3.65,13030.5
0070,0,5006,6685,1571,947,0,0,0,14209,12476.5,2018-04-01,SFRAN,3.65,45539.225
0716,0,69543,80854,17422,12289,80,90,15,180293,159108,2018-04-01,SFRAN,3.65,580744.2
0700,0,27549,31893,4620,5507,55,789,132,70545,61752,2018-04-01,CIMA,3.65,225394.8
0230,0,42496,43703,18194,11789,18,700,138,117038,95296,2018-04-01,REAL,3.65,347830.39999999997
1019,0,23,1012,74,516,0,1850,180,3655,1072,2018-04-01,CIMA,3.65,3912.7999999999997
0708,0,13220,17906,2848,2383,6,210,36,36609,32550,2018-04-01,CIMA,3.65,118807.5
4005,0,16246,17608,2293,5136,40,275,25,41623,35000.5,2018-05-01,REAL,3.65,127751.825
4002,0,793,1240,197,264,1,21,1,2517,2131.5,2018-05-01,REAL,3.65,7779.974999999999
0903,0,19730,30381,10995,5267,34,318,97,66822,55608.5,2018-05-01,REAL,3.65,202971.025
0812,0,5824,5672,671,2016,22,82,13,14300,11831.5,2018-05-01,REAL,3.65,43184.975
0809,0,17357,18547,2897,6376,57,236,25,45495,37352.5,2018-05-01,REAL,3.65,136336.625
0808,0,285,37,58,92,0,0,0,472,351,2018-05-01,REAL,3.65,1281.1499999999999
0807,0,11092,11248,1428,4272,210,106,16,28372,23054,2018-05-01,REAL,3.65,84147.09999999999
0806,0,11380,10517,1392,3459,99,0,0,26847,22593,2018-05-01,SFRAN,3.65,82464.45
0805,0,5119,6983,1410,2309,51,123,28,16023,12807,2018-05-01,REAL,3.65,46745.549999999996
0804,0,3338,3603,379,954,1,33,4,8312,7130.5,2018-05-01,REAL,3.65,26026.325
0803,0,1785,3230,560,520,0,54,8,6157,5295,2018-05-01,REAL,3.65,19326.75
0800,0,0,38875,9246,9879,54,0,0,58054,43498,2018-05-01,REAL,3.65,158767.69999999998
0796,0,711,939,47,76,0,0,0,1773,1673.5,2018-05-01,REAL,3.65,6108.275
0707,0,80243,89961,16462,11125,41,514,65,198411,178435,2018-05-01,REAL,3.65,651287.75
0706,0,58686,75937,27959,8576,38,56,6,171258,148602.5,2018-05-01,REAL,3.65,542399.125
0704,0,85858,121388,23416,16215,56,1747,331,249011,218954,2018-05-01,REAL,3.65,799182.1
0703,0,70136,94844,22035,11681,83,990,253,200022,175997.5,2018-05-01,REAL,3.65,642390.875
0607,0,47852,54145,24149,8834,32,113,15,135140,114071.5,2018-05-01,REAL,3.65,416360.975
0602,0,71808,93147,22844,14908,10,2177,367,205261,176377,2018-05-01,REAL,3.65,643776.0499999999
0230,0,41486,45866,18291,11317,31,754,144,117889,96497.5,2018-05-01,REAL,3.65,352215.875
0217,0,24231,29589,5529,7075,24,282,68,66798,56584.5,2018-05-01,REAL,3.65,206533.425
0214,0,30825,34906,8574,7903,17,1028,180,83433,70018,2018-05-01,REAL,3.65,255565.69999999998
4006,0,22705,33049,6474,9172,26,658,117,72201,58991,2018-05-01,REAL,3.65,215317.15
4007,0,7623,8269,1006,2497,21,96,19,19531,16395,2018-05-01,REAL,3.65,59841.75
4011,0,6409,20541,4758,2126,13,5314,1057,40218,29329,2018-05-01,REAL,3.65,107050.84999999999
0012,0,6707,8804,2486,3357,7,38,9,21408,16754,2018-05-01,REAL,3.65,61152.1
1019,0,12,382,26,385,0,971,74,1850,407,2018-05-01,CIMA,3.65,1485.55
0708,0,13583,18755,2989,2317,10,213,53,37920,33832.5,2018-05-01,CIMA,3.65,123488.625
0606,0,42157,43737,22511,7393,26,878,367,117069,97149.5,2018-05-01,REAL,3.65,354595.675
0604,0,56055,78682,31520,12038,56,7893,1413,187657,150497,2018-05-01,CIMA,3.65,549314.0499999999
0603,0,34314,38443,9084,8034,118,2136,511,92640,77299,2018-05-01,CIMA,3.65,282141.35
0599,0,240,651,15,36,0,0,0,942,898.5,2018-05-01,CIMA,3.65,3279.525
0223,0,86315,88724,18388,17720,210,7900,1539,220796,184233,2018-05-01,REAL,3.65,672450.45
0221,0,4698,10534,1527,1212,95,3751,436,22253,15995.5,2018-05-01,REAL,3.65,58383.575
0208,0,15014,17632,3154,3955,25,545,103,40428,34223,2018-05-01,REAL,3.65,124913.95
0197,0,490,803,27,55,0,112,10,1497,1306.5,2018-05-01,REAL,3.65,4768.724999999999
0110,0,36290,35285,10712,8213,17,156,19,90692,76931,2018-05-01,REAL,3.65,280798.14999999997
0103,0,38520,38244,12726,8558,96,2733,671,101548,83127,2018-05-01,CIMA,3.65,303413.55
0036,0,36067,40674,10586,7719,76,369,42,95533,82034,2018-05-01,REAL,3.65,299424.1
0035,0,8525,8132,2678,3060,2,80,8,22485,17996,2018-05-01,CIMA,3.65,65685.4
0033,0,34239,31316,14088,6866,15,6,1,86531,72599,2018-05-01,REAL,3.65,264986.35
0032,0,4224,4736,1139,1522,1,13,4,11639,9529.5,2018-05-01,CIMA,3.65,34782.674999999996
0030,0,12830,11374,3860,3366,3,240,137,31810,26134,2018-05-01,CIMA,3.65,95389.09999999999
0027,0,10135,10667,4249,4496,4,111,47,29709,22926.5,2018-05-01,REAL,3.65,83681.72499999999
0024,0,16919,21182,7272,3700,9,290,54,49426,41737,2018-05-01,REAL,3.65,152340.05
0022,0,18959,19086,5248,5312,6,196,48,48855,40669,2018-05-01,REAL,3.65,148441.85
0017,0,19975,25507,3800,3500,16,1178,223,54199,47382,2018-05-01,REAL,3.65,172944.3
0013,0,10230,12368,5185,2034,4,884,147,30852,25190.5,2018-05-01,SFRAN,3.65,91945.325
0041,0,19338,21237,8034,5522,4,753,173,55061,44592,2018-05-01,CIMA,3.65,162760.8
0105,0,6929,8480,3111,1917,1,190,32,20660,16964.5,2018-05-01,REAL,3.65,61920.424999999996
0608,0,10518,14238,4779,2440,5,210,87,32277,27145.5,2018-05-01,CIMA,3.65,99081.075
0104,0,51782,61541,12177,12784,41,515,121,138961,119411.5,2018-05-01,REAL,3.65,435851.975
0064,0,9454,10057,1383,5647,9,165,25,26740,20202.5,2018-05-01,SFRAN,3.65,73739.125
0060,0,5096,10323,2226,8028,6,53,31,25763,16532,2018-05-01,SFRAN,3.65,60341.799999999996
0059,0,7966,9548,1803,5842,7,10,3,25179,18415.5,2018-05-01,SFRAN,3.65,67216.575
0058,0,12873,16294,4485,5286,5,93,14,39050,31409.5,2018-05-01,SFRAN,3.65,114644.675
0057,0,30155,34904,8412,9755,20,216,48,83510,69265,2018-05-01,SFRAN,3.65,252817.25
0056,0,22954,31440,10176,6922,74,395,79,72040,59482,2018-05-01,SFRAN,3.65,217109.3
0055,0,2660,6471,1776,3703,50,276,35,14971,10019,2018-05-01,SFRAN,3.65,36569.35
0051,0,24654,27781,8874,8029,17,441,89,69885,56872,2018-05-01,SFRAN,3.65,207582.8
0906,0,49590,58073,32727,15452,7,436,292,156577,124026.5,2018-05-01,VELEIRO,3.65,452696.725
0797,0,214,624,10,9,0,0,0,857,843,2018-05-01,VELEIRO,3.65,3076.95
0713,0,9527,16495,2467,3965,14,39,10,32517,27255.5,2018-05-01,VELEIRO,3.65,99482.575
0611,0,8595,13053,3307,3310,0,36,6,28307,23301.5,2018-05-01,VELEIRO,3.65,85050.47499999999
0605,0,23558,27353,6137,6070,34,346,75,63573,53979.5,2018-05-01,VELEIRO,3.65,197025.175
0503,0,7090,9303,1748,3429,1,55,7,21633,17267,2018-05-01,VELEIRO,3.65,63024.549999999996
0500,0,4814,7309,1324,1812,0,118,11,15388,12785,2018-05-01,VELEIRO,3.65,46665.25
0407,0,27434,35189,7683,9231,42,61,4,79644,66464.5,2018-05-01,VELEIRO,3.65,242595.425
0213,0,11751,20782,3003,5295,24,0,0,40855,34034.5,2018-05-01,REAL,3.65,124225.925
0210,0,10997,18033,2477,5204,17,0,0,36728,30268.5,2018-05-01,REAL,3.65,110480.025
0204,0,3971,7156,1071,2736,18,18,4,14974,11662.5,2018-05-01,CIMA,3.65,42568.125
0202,0,30085,39902,8977,9194,28,138,30,88354,74475.5,2018-05-01,VELEIRO,3.65,271835.575
0201,0,34360,49815,11347,11659,14,249,111,107555,89848.5,2018-05-01,SFRAN,3.65,327947.02499999997
0107,0,26468,33769,6912,10469,1,50,7,77676,63693,2018-05-01,VELEIRO,3.65,232479.44999999998
0700,0,27159,32510,5007,5803,65,772,126,71442,62172.5,2018-05-01,CIMA,3.65,226929.625
0065,0,35600,39052,8323,10774,49,40,14,93852,78813.5,2018-05-01,SFRAN,3.65,287669.27499999997
0068,0,9385,15352,4182,3653,2,295,53,32922,26828,2018-05-01,SFRAN,3.65,97922.2
0609,0,10272,13273,5022,1655,12,612,118,30964,26056,2018-05-01,SFRAN,3.65,95104.4
0070,0,4917,6628,1553,890,0,0,0,13988,12321.5,2018-05-01,SFRAN,3.65,44973.475
0069,0,37573,37721,8800,9951,7,134,40,94226,79694,2018-05-01,SFRAN,3.65,290883.1
0097,0,270,189,15,63,0,0,0,537,466.5,2018-05-01,REAL,3.65,1702.725
0072,0,27019,27157,7244,7088,7,309,43,68867,57798,2018-05-01,REAL,3.65,210962.69999999998
0053,0,49448,48521,15634,10379,6,33,8,124029,105786,2018-05-01,REAL,3.65,386118.89999999997
0052,0,17519,19250,9285,4741,15,118,25,50953,41411.5,2018-05-01,REAL,3.65,151151.975
0049,0,18509,17968,6795,4494,13,0,0,47779,39874.5,2018-05-01,REAL,3.65,145541.925
0048,0,57436,79666,18892,11669,42,986,195,168886,146548,2018-05-01,REAL,3.65,534900.2
0042,0,60070,88711,15960,13425,30,1596,274,180066,156761,2018-05-01,REAL,3.65,572177.65
0039,0,28188,26213,6922,7058,5,0,0,68386,57862,2018-05-01,REAL,3.65,211196.3
0037,0,29514,39895,8512,7572,16,1735,300,87544,73665,2018-05-01,SFRAN,3.65,268877.25
2058,0,181,223,16,121,0,0,0,541,412,2018-05-01,SFRAN,3.65,1503.8
0046,0,48989,40880,9803,11558,30,238,29,111527,94770.5,2018-05-01,REAL,3.65,345912.325
0802,0,18973,43927,6557,4348,21,2,1,73829,66178.5,2018-05-01,SFRAN,3.65,241551.525
0071,0,1020,1908,293,915,0,21,2,4159,3074.5,2018-05-01,SFRAN,3.65,11221.925
0811,0,5216,4620,1532,1238,36,0,0,12642,10602,2018-05-01,SFRAN,3.65,38697.299999999996
0108,0,27778,25171,5369,12033,35,551,91,71028,55633.5,2018-05-01,SFRAN,3.65,203062.275
0709,0,24483,33754,8401,6092,96,416,102,73344,62437.5,2018-05-01,SFRAN,3.65,227896.875
0710,0,49667,69813,18483,12706,163,500,123,151455,128721.5,2018-05-01,SFRAN,3.65,469833.475
0102,0,6923,9205,2377,5586,177,53,16,24337,17316.5,2018-05-01,SFRAN,3.65,63205.225
0712,0,32064,43529,9105,6671,15,0,0,91384,80145.5,2018-05-01,SFRAN,3.65,292531.075
0715,0,30421,39221,5001,7849,24,303,26,82845,72142.5,2018-05-01,SFRAN,3.65,263320.125
0716,0,69767,86366,18238,12445,86,94,10,187006,165252,2018-05-01,SFRAN,3.65,603169.7999999999
0798,0,811,773,14,61,0,0,0,1659,1591,2018-05-01,SFRAN,3.65,5807.15
0711,0,47489,52377,16832,12201,31,316,56,129302,108282,2018-05-01,SFRAN,3.65,395229.3
0806,0,9925,8997,1106,3109,76,0,0,23213,19475,2018-06-01,SFRAN,3.65,71083.75
4007,0,6522,7326,796,2330,10,116,16,17116,14246,2018-06-01,REAL,3.65,51997.9
4006,0,20661,30507,5312,7966,22,607,96,65171,53824,2018-06-01,REAL,3.65,196457.6
4005,0,15895,17435,2012,5270,34,312,36,40994,34336,2018-06-01,REAL,3.65,125326.4
4002,0,809,1018,146,244,5,11,2,2235,1900,2018-06-01,REAL,3.65,6935.0
0903,0,17397,28652,7335,4714,34,267,58,58457,49716.5,2018-06-01,REAL,3.65,181465.225
0812,0,4277,4672,505,1574,9,59,6,11102,9201.5,2018-06-01,REAL,3.65,33585.475
0809,0,15974,17705,2371,5711,33,206,22,42022,34864.5,2018-06-01,REAL,3.65,127255.425
0808,0,273,55,43,70,0,1,0,442,349.5,2018-06-01,REAL,3.65,1275.675
0805,0,4939,6816,1251,2170,53,114,12,15355,12380.5,2018-06-01,REAL,3.65,45188.825
0230,0,38253,43331,14365,11208,20,728,96,108001,88766.5,2018-06-01,REAL,3.65,323997.725
0803,0,1637,3116,512,480,1,58,6,5810,5009,2018-06-01,REAL,3.65,18282.85
0800,0,26,38926,7916,10219,32,0,0,57119,42910,2018-06-01,REAL,3.65,156621.5
0796,0,693,921,40,63,0,2,0,1719,1634,2018-06-01,REAL,3.65,5964.099999999999
0707,0,75795,85991,14715,9803,17,497,61,186879,169143.5,2018-06-01,REAL,3.65,617373.775
0706,0,54949,73267,19357,8134,25,56,7,155795,137894.5,2018-06-01,REAL,3.65,503314.925
0704,0,78045,117456,19583,15375,69,1762,311,232601,205292.5,2018-06-01,REAL,3.65,749317.625
0703,0,64811,91041,18594,11140,60,960,208,186814,165149,2018-06-01,REAL,3.65,602793.85
0607,0,42799,50025,17189,8180,25,121,19,118358,101418.5,2018-06-01,REAL,3.65,370177.52499999997
